"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"TRENT","4,247.10","4,299.00","4,195.10","4,285.60","4,249.00","-","-36.60","-0.85","6,65,095","282.92","6,261.00","3,645.00","8.34","-19.17"
"EIHOTEL","332.15","332.95","327.80","333.80","330.90","-","-2.90","-0.87","1,72,342","5.69","434.80","304.50","-4.45","-1.28"
"AMBER","7,750.00","7,820.50","7,660.00","7,784.50","7,715.00","-","-69.50","-0.89","3,51,861","271.86","8,626.00","5,235.00","25.54","25.58"
"BAJAJ-AUTO","9,800.50","9,900.50","9,720.00","9,840.00","9,748.00","-","-92.00","-0.93","1,20,688","118.33","9,941.00","7,089.35","2.03","12.16"
"VOLTAS","1,534.00","1,534.00","1,510.20","1,535.80","1,521.30","-","-14.50","-0.94","5,34,253","81.36","1,546.80","1,182.70","4.15","21.85"
"GODREJPROP","1,787.80","1,817.10","1,727.10","1,821.70","1,804.00","-","-17.70","-0.97","20,52,670","363.16","2,506.50","1,475.00","-3.98","-10.94"
"WELSPUNLIV","140.01","145.25","139.05","142.60","141.10","-","-1.50","-1.05","35,84,965","51.03","154.57","104.80","16.26","15.67"
"BHARTIARTL","2,013.90","2,024.20","1,992.00","2,014.50","1,993.00","-","-21.50","-1.07","48,08,543","966.46","2,174.50","1,559.50","-1.67","16.24"
"INDIGO","4,966.00","4,988.00","4,900.60","4,982.80","4,928.10","-","-54.70","-1.10","2,32,702","114.84","6,232.50","4,157.85","3.54","12.90"
"NUVAMA","1,297.40","1,319.40","1,280.70","1,310.50","1,296.00","-","-14.50","-1.11","2,98,028","38.77","1,701.70","947.09","-8.74","17.77"
"IRCTC","625.00","632.75","612.00","622.05","614.95","-","-7.10","-1.14","39,30,956","245.44","820.25","596.00","-2.42","-17.61"
"NAUKRI","1,138.80","1,179.90","1,104.20","1,149.30","1,135.00","-","-14.30","-1.24","36,38,049","410.81","1,566.39","1,104.20","-14.82","-25.73"
"BHARTIHEXA","1,680.20","1,683.00","1,661.10","1,681.90","1,661.10","-","-20.80","-1.24","46,525","7.77","2,052.90","1,234.00","-1.13","21.63"
"ABLBL","114.00","115.30","111.50","114.15","112.67","-","-1.48","-1.30","10,12,794","11.48","175.00","100.86","-4.83","-"
"LODHA","1,071.25","1,079.05","1,045.90","1,084.85","1,070.35","-","-14.50","-1.34","17,95,630","191.47","1,531.00","863.80","-0.38","-8.77"
"OBEROIRLTY","1,539.00","1,556.60","1,515.30","1,566.60","1,545.00","-","-21.60","-1.38","4,94,872","76.18","2,005.00","1,425.50","-6.76","-5.14"
"TMPV","379.00","387.50","374.40","383.45","378.00","-","-5.45","-1.42","1,55,65,868","593.03","744.00","335.60","8.08","-44.72"
"JUBLFOOD","540.75","543.65","525.25","540.75","533.05","-","-7.70","-1.42","15,14,289","80.95","727.95","481.10","0.96","-19.49"
"PAGEIND","33,545.00","34,065.00","33,300.00","33,850.00","33,370.00","-","-480.00","-1.42","15,457","52.00","50,590.00","31,740.00","-3.68","-19.94"
"PGEL","615.00","622.45","601.90","623.65","614.00","-","-9.65","-1.55","14,19,692","86.94","1,008.00","465.00","3.77","-24.28"
"360ONE","1,136.30","1,146.20","1,115.60","1,144.40","1,126.70","-","-17.70","-1.55","4,71,438","53.15","1,273.80","790.50","-0.89","18.21"
"SOBHA","1,530.80","1,535.00","1,497.20","1,530.80","1,505.70","-","-25.10","-1.64","81,768","12.40","1,732.50","1,075.30","-1.77","30.57"
"M&M","3,530.00","3,596.50","3,520.30","3,593.10","3,533.00","-","-60.10","-1.67","16,32,115","580.38","3,839.90","2,425.00","-3.51","18.64"
"POLICYBZR","1,534.90","1,556.50","1,519.40","1,553.60","1,525.00","-","-28.60","-1.84","13,64,875","209.56","1,978.00","1,311.35","-6.92","-6.66"
"DMART","3,944.30","3,949.50","3,887.00","3,963.00","3,890.00","-","-73.00","-1.84","2,19,061","85.69","4,949.50","3,340.00","1.65","5.23"
"SAPPHIRE","217.25","223.50","214.22","220.19","216.10","-","-4.09","-1.86","3,21,014","7.02","368.00","179.40","-4.65","-27.12"
"VMM","123.00","123.20","121.01","123.87","121.50","-","-2.37","-1.91","41,66,950","50.79","157.60","95.99","-5.20","13.60"
"CHALET","877.00","877.00","851.30","877.10","860.00","-","-17.10","-1.95","65,289","5.60","1,082.00","634.05","-1.66","27.46"
"DIXON","11,500.00","11,548.00","11,250.00","11,626.00","11,398.00","-","-228.00","-1.96","4,46,533","508.93","18,471.00","9,835.00","1.42","-22.52"
"DEVYANI","133.23","133.42","130.30","133.89","131.25","-","-2.64","-1.97","11,73,135","15.50","191.00","109.62","-2.72","-18.28"
"INDHOTEL","707.00","707.00","683.40","712.00","697.40","-","-14.60","-2.05","38,61,052","268.89","858.00","627.20","2.84","-5.34"
"PAYTM","1,140.00","1,140.40","1,099.30","1,148.70","1,122.90","-","-25.80","-2.25","63,19,748","706.46","1,381.80","651.50","-12.38","48.65"
"MOTILALOFS","803.25","803.25","782.00","803.35","784.70","-","-18.65","-2.32","4,59,584","36.19","1,097.10","513.00","-6.28","21.41"
"IDEA","11.44","11.51","11.26","11.55","11.28","-","-0.27","-2.34","35,16,53,687","399.83","12.80","6.12","4.44","30.56"
"TITAN","4,267.30","4,271.80","4,164.80","4,275.80","4,175.00","-","-100.80","-2.36","5,24,758","221.23","4,378.40","2,925.00","-1.51","29.20"
"ANGELONE","2,709.00","2,733.40","2,669.80","2,752.00","2,685.00","-","-67.00","-2.43","6,03,593","162.85","3,285.00","1,941.00","10.07","16.10"
"ITCHOTELS","184.00","184.00","179.04","184.68","179.90","-","-4.78","-2.59","26,74,430","48.26","261.62","158.35","-6.52","5.91"
"PHOENIXLTD","1,769.70","1,772.50","1,725.50","1,779.00","1,730.60","-","-48.40","-2.72","2,87,042","50.07","1,993.00","1,402.50","-8.66","8.15"
"LEMONTREE","130.50","130.51","126.22","131.23","127.57","-","-3.66","-2.79","35,82,998","45.77","180.68","117.51","-15.80","-4.96"
"ANANTRAJ","544.00","544.20","529.70","548.85","533.00","-","-15.85","-2.89","20,90,615","112.06","743.65","376.15","-5.92","-10.81"
"TATACOMM","1,680.00","1,691.60","1,641.30","1,705.30","1,655.00","-","-50.30","-2.95","1,41,869","23.68","2,004.00","1,291.00","-4.81","8.65"
"HEROMOTOCO","5,702.00","5,724.50","5,560.00","5,733.00","5,562.00","-","-171.00","-2.98","3,94,003","221.74","6,388.50","3,344.00","-3.01","40.58"
"PVRINOX","1,070.05","1,074.80","1,047.10","1,081.50","1,048.30","-","-33.20","-3.07","2,62,874","27.85","1,249.70","830.00","0.54","-1.15"
"VGUARD","332.60","335.55","323.00","333.85","323.50","-","-10.35","-3.10","1,14,481","3.74","409.75","298.00","3.34","-5.73"
"NYKAA","279.39","280.25","269.88","280.14","271.00","-","-9.14","-3.26","81,82,107","223.76","285.60","154.90","6.44","59.03"
"KALYANKJIL","429.90","429.90","415.10","432.50","417.90","-","-14.60","-3.38","66,04,401","277.37","617.70","347.50","-15.65","-20.62"
"BLS","279.50","279.50","267.70","280.45","269.05","-","-9.40","-3.38","12,52,022","34.07","428.60","245.95","-9.52","-31.91"
"SAREGAMA","351.90","353.65","341.25","354.65","341.25","-","-13.40","-3.78","1,52,592","5.27","603.00","317.10","-3.04","-34.19"
"DLF","641.60","641.60","623.55","651.80","626.95","-","-24.85","-3.81","48,38,136","304.39","886.80","586.65","-3.90","-7.89"
"PRESTIGE","1,545.00","1,549.90","1,482.10","1,572.70","1,508.20","-","-64.50","-4.10","20,17,539","304.80","1,814.00","1,048.05","-0.63","21.84"
"BRIGADE","787.10","792.55","757.00","796.55","762.75","-","-33.80","-4.24","2,33,611","17.99","1,332.00","717.75","-10.89","-25.67"
"BATAINDIA","867.90","880.70","840.20","883.85","846.00","-","-37.85","-4.28","1,54,948","13.35","1,378.95","838.95","-6.82","-36.57"
"ETERNAL","298.00","300.00","283.80","298.00","285.20","-","-12.80","-4.30","4,75,83,835","1,369.80","368.45","194.80","-3.17","30.90"
"SUNTV","592.60","598.90","572.65","601.90","572.65","-","-29.25","-4.86","1,84,928","10.78","691.40","480.20","2.81","-4.22"
"NAM-INDIA","955.00","955.00","899.95","965.45","916.10","-","-49.35","-5.11","10,20,844","94.65","1,009.00","498.05","2.71","66.23"
"MANYAVAR","479.05","479.10","452.00","479.50","453.10","-","-26.40","-5.51","2,80,224","12.90","921.15","452.00","-16.24","-49.29"
